Recording	Participant	TOI	Interval	Media	Event_type	Validity	EventIndex	Start	Stop	Duration	FixationPointX	FixationPointY	Average_pupil_diameter	Average_velocity	Peak_velocity	Saccade_amplitude	Start_position_X	Start_position_Y	Landing_position_X	Landing_position_Y
Recording 217	P23-W1	C	1	scenevideo	Saccade	Partial	16	1718	1738	20				36.38	41.2		0.44748	0.21039		
Recording 217	P23-W1	C	1	scenevideo	Saccade	Partial	17	1759	1769	10				30.92	30.92					
Recording 217	P23-W1	C	1	scenevideo	Saccade	Partial	18	1809	1829	20				40.28	41.25					
Recording 217	P23-W1	C	1	scenevideo	Saccade	Partial	19	1879	1899	20				123.82	129.81					
Recording 217	P23-W1	C	1	scenevideo	Saccade	Partial	20	1919	1979	60				143.56	267.84					
Recording 217	P23-W1	C	1	scenevideo	Saccade	Partial	21	2009	2049	40				500.49	686.92					
Recording 344	P29-P1	C	1	scenevideo	Fixation	Partial	1	0	2095	2095	0.56617	0.51069	3.84439							
Recording 344	P29-P1	C	1	scenevideo	Saccade	Partial	1	2095	2295	200				193.54	561.77		0.56617	0.51069		
Recording 344	P29-P1	C	1	scenevideo	Saccade	Partial	2	2305	2325	20				69.21	79.31					
Recording 344	P29-P1	C	1	scenevideo	Saccade	Partial	3	2345	2375	30				71.63	93.1					
Recording 344	P29-P1	C	1	scenevideo	Saccade	Partial	4	2395	2425	30				55.89	78.04					
Recording 344	P29-P1	C	1	scenevideo	Saccade	Partial	5	2435	2465	30				46.74	54.4					
Recording 344	P29-P1	C	1	scenevideo	Saccade	Partial	6	2475	2505	30				30.67	31.07					
Recording 344	P29-P1	C	1	scenevideo	Saccade	Partial	7	2525	2556	30				39.6	45.57					
Recording 344	P29-P1	C	1	scenevideo	Saccade	Partial	8	2576	2596	20				38.98	42.08				0.50539	0.91229
Recording 344	P29-P1	C	1	scenevideo	Fixation	Whole	2	2596	2736	140	0.50539	0.91229	3.84033							
Recording 344	P29-P1	C	1	scenevideo	Saccade	Partial	9	2736	2751	15				97.69	99.24		0.50539	0.91229		
Recording 412	P47-J1	C	1	scenevideo	Fixation	Partial	1	0	928	928	0.50987	0.40147	2.99636							
Recording 412	P47-J1	C	1	scenevideo	Saccade	Whole	1	928	958	30				111.57	161.79	3.25	0.50987	0.40147	0.4827	0.38789
Recording 412	P47-J1	C	1	scenevideo	Fixation	Whole	2	958	1098	140	0.4827	0.38789	2.89464							
Recording 412	P47-J1	C	1	scenevideo	Saccade	Whole	2	1098	1108	10				47.22	47.22	1.19	0.4827	0.38789	0.47205	0.38837
Recording 412	P47-J1	C	1	scenevideo	Fixation	Whole	3	1108	1209	100	0.47205	0.38837	2.94585							
Recording 412	P47-J1	C	1	scenevideo	Saccade	Whole	3	1209	1219	10				57.25	57.25	0.58	0.47205	0.38837	0.46824	0.38254
Recording 412	P47-J1	C	1	scenevideo	Fixation	Whole	4	1219	1309	90	0.46824	0.38254	2.92043							
Recording 412	P47-J1	C	1	scenevideo	Saccade	Whole	4	1309	1329	20				79.4	80.98	1.43	0.46824	0.38254	0.45573	0.3776
Recording 412	P47-J1	C	1	scenevideo	Fixation	Whole	5	1329	1559	230	0.45573	0.3776	2.92308							
Recording 412	P47-J1	C	1	scenevideo	Saccade	Whole	5	1559	1629	70				231.58	381.27	16.08	0.45573	0.3776	0.45852	0.63019
Recording 412	P47-J1	C	1	scenevideo	Fixation	Whole	6	1629	1720	90	0.45852	0.63019	2.69163							
Recording 412	P47-J1	C	1	scenevideo	Saccade	Whole	6	1720	1730	10				30.6	30.6	0.44	0.45852	0.63019	0.45867	0.63806
Recording 412	P47-J1	C	1	scenevideo	Fixation	Whole	7	1730	1800	70	0.45867	0.63806	2.71263							
Recording 412	P47-J1	C	1	scenevideo	Saccade	Whole	7	1800	1830	30				62.5	73.51	2.37	0.45867	0.63806	0.4415	0.66178
Recording 412	P47-J1	C	1	scenevideo	Fixation	Whole	8	1830	1980	150	0.4415	0.66178	2.6847							
Recording 412	P47-J1	C	1	scenevideo	Saccade	Whole	8	1980	1990	10				35.07	35.07	0.92	0.4415	0.66178	0.44041	0.67625
Recording 412	P47-J1	C	1	scenevideo	Fixation	Whole	9	1990	3262	1272	0.44041	0.67625	2.89362							
Recording 412	P47-J1	C	1	scenevideo	Saccade	Whole	9	3262	3332	70				275.61	481.12	18.33	0.44041	0.67625	0.5272	0.43061
Recording 412	P47-J1	C	1	scenevideo	Fixation	Whole	10	3332	3693	361	0.5272	0.43061	3.08388							
Recording 412	P47-J1	C	1	scenevideo	Saccade	Partial	10	3693	3733	40				359.55	633.33		0.5272	0.43061		
Recording 412	P47-J1	C	1	scenevideo	Saccade	Partial	11	3743	3773	30				273.31	333.69					
Recording 412	P47-J1	C	1	scenevideo	Saccade	Partial	12	3783	3793	10				83.3	83.3					
Recording 412	P47-J1	C	1	scenevideo	Saccade	Partial	13	3813	3843	30				149.67	205.26					
Recording 412	P47-J1	C	1	scenevideo	Saccade	Partial	14	3853	3883	30				55.85	64.89					
Recording 412	P47-J1	C	1	scenevideo	Saccade	Partial	15	3893	3934	40				159.96	240.4				0.73093	0.30226
Recording 412	P47-J1	C	1	scenevideo	Fixation	Whole	11	3934	4004	70	0.73093	0.30226	2.64279							
Recording 412	P47-J1	C	1	scenevideo	Saccade	Partial	16	4004	4014	10				48.44	48.44		0.73093	0.30226		
Recording 412	P47-J1	C	1	scenevideo	Saccade	Partial	17	4024	4164	140				341.54	980.36					
Recording 412	P47-J1	C	1	scenevideo	Saccade	Partial	18	4174	4204	30				163.33	345.46					
Recording 412	P47-J1	C	1	scenevideo	Saccade	Partial	19	4224	4324	100				247.99	863.51					
Recording 412	P47-J1	C	1	scenevideo	Saccade	Partial	20	4334	4464	130				125.94	397.39				0.46451	0.74264
Recording 412	P47-J1	C	1	scenevideo	Fixation	Whole	12	4464	4535	70	0.46451	0.74264	2.59629							
Recording 412	P47-J1	C	1	scenevideo	Saccade	Partial	21	4535	4545	10				42.91	42.91		0.46451	0.74264		
Recording 412	P47-J1	C	1	scenevideo	Saccade	Partial	22	4555	4565	10				44.22	44.22					
Recording 412	P47-J1	C	1	scenevideo	Saccade	Partial	23	4575	4585	10				58.62	58.62				0.48207	0.70303
Recording 412	P47-J1	C	1	scenevideo	Fixation	Whole	13	4585	4675	90	0.48207	0.70303	2.67448							
Recording 412	P47-J1	C	1	scenevideo	Saccade	Partial	24	4675	4683	8				76.13	127.99		0.48207	0.70303	0.50537	0.6846
Recording 126	P17-M1	C	1	scenevideo	Saccade	Partial	1	2	22	20				61.89	64.76					
Recording 126	P17-M1	C	1	scenevideo	Saccade	Partial	2	52	72	20				56.52	64.67					
Recording 126	P17-M1	C	1	scenevideo	Saccade	Partial	3	82	92	10				37.39	37.39					
Recording 126	P17-M1	C	1	scenevideo	Saccade	Partial	4	142	183	40				44.58	53.42					
Recording 126	P17-M1	C	1	scenevideo	Saccade	Partial	5	203	233	30				94.07	140.55				0.5087	0.50958
Recording 126	P17-M1	C	1	scenevideo	Fixation	Whole	1	233	333	100	0.5087	0.50958	4.08072							
Recording 126	P17-M1	C	1	scenevideo	Saccade	Partial	6	333	383	50				268.37	544.63		0.5087	0.50958		
Recording 126	P17-M1	C	1	scenevideo	Saccade	Partial	7	433	523	90				190.87	294.87					
Recording 126	P17-M1	C	1	scenevideo	Saccade	Partial	8	543	563	20				133.29	133.61					
Recording 126	P17-M1	C	1	scenevideo	Saccade	Partial	9	583	663	80				51.74	80.03					
Recording 126	P17-M1	C	1	scenevideo	Saccade	Partial	10	683	703	20				155.72	157.18					
Recording 126	P17-M1	C	1	scenevideo	Saccade	Partial	11	714	744	30				130.62	191.86					
Recording 126	P17-M1	C	1	scenevideo	Saccade	Partial	12	764	784	20				37.26	42.99					
Recording 126	P17-M1	C	1	scenevideo	Saccade	Partial	13	794	814	20				36.18	37.32					
Recording 126	P17-M1	C	1	scenevideo	Saccade	Partial	14	824	844	20				45.25	48.7					
Recording 126	P17-M1	C	1	scenevideo	Saccade	Partial	15	854	1004	150				87.16	164.03					
Recording 126	P17-M1	C	1	scenevideo	Saccade	Partial	16	1024	1044	20				35.58	36.23					
Recording 126	P17-M1	C	1	scenevideo	Saccade	Partial	17	1064	1074	10				37.29	37.29					
Recording 126	P17-M1	C	1	scenevideo	Saccade	Partial	18	1124	1144	20				39.42	48.76					
Recording 126	P17-M1	C	1	scenevideo	Saccade	Partial	19	1154	1265	110				87.72	211.55					
Recording 126	P17-M1	C	1	scenevideo	Saccade	Partial	20	1275	1295	20				36.09	41.96				0.45636	0.47337
Recording 126	P17-M1	C	1	scenevideo	Fixation	Whole	2	1295	1355	60	0.45636	0.47337	3.90151							
Recording 126	P17-M1	C	1	scenevideo	Saccade	Partial	21	1355	1405	50				50.26	81.51		0.45636	0.47337		
Recording 126	P17-M1	C	1	scenevideo	Saccade	Partial	22	1435	1585	150				129.27	330.02				0.51349	0.4809
Recording 126	P17-M1	C	1	scenevideo	Fixation	Whole	3	1585	1725	140	0.51349	0.4809	3.99054							
Recording 126	P17-M1	C	1	scenevideo	Saccade	Partial	23	1725	1755	30				63.28	85.41		0.51349	0.4809		
Recording 126	P17-M1	C	1	scenevideo	Saccade	Partial	24	1765	1856	90				63.06	102.62					
Recording 126	P17-M1	C	1	scenevideo	Saccade	Partial	25	1876	1896	20				287.97	287.97					
Recording 126	P17-M1	C	1	scenevideo	Saccade	Partial	26	1906	1946	40				229.43	401.58				0.49351	0.61149
Recording 126	P17-M1	C	1	scenevideo	Fixation	Whole	4	1946	2066	120	0.49351	0.61149	3.97789							
Recording 126	P17-M1	C	1	scenevideo	Saccade	Partial	27	2066	2076	10				34.53	34.53		0.49351	0.61149		
Recording 126	P17-M1	C	1	scenevideo	Saccade	Partial	28	2116	2196	80				149.02	287.33				0.45965	0.78738
Recording 126	P17-M1	C	1	scenevideo	Fixation	Whole	5	2196	2276	80	0.45965	0.78738	4.04958							
Recording 126	P17-M1	C	1	scenevideo	Saccade	Partial	29	2276	2306	30				37.6	48.41		0.45965	0.78738		
Recording 126	P17-M1	C	1	scenevideo	Saccade	Partial	30	2316	2326	10				38.59	38.59					
Recording 126	P17-M1	C	1	scenevideo	Saccade	Partial	31	2346	2447	100				188.82	363.36					
Recording 126	P17-M1	C	1	scenevideo	Saccade	Partial	32	2467	2617	150				97.92	165.6					
Recording 126	P17-M1	C	1	scenevideo	Saccade	Partial	33	2667	2747	80				72.38	131.11					
Recording 126	P17-M1	C	1	scenevideo	Saccade	Partial	34	2757	2807	50				132.74	200.71					
Recording 126	P17-M1	C	1	scenevideo	Saccade	Partial	35	2847	2867	20				57.25	63.62					
Recording 126	P17-M1	C	1	scenevideo	Saccade	Partial	36	2887	2907	20				118.07	123.69					
Recording 126	P17-M1	C	1	scenevideo	Saccade	Partial	37	2917	2938	20				207.2	215.45					
Recording 126	P17-M1	C	1	scenevideo	Saccade	Partial	38	2948	2968	20				95.79	101.05					
Recording 126	P17-M1	C	1	scenevideo	Saccade	Partial	39	2978	3038	60				83.5	126.99					
Recording 126	P17-M1	C	1	scenevideo	Saccade	Partial	40	3048	3068	20				91.79	92.1					
Recording 126	P17-M1	C	1	scenevideo	Saccade	Partial	41	3088	3098	10				38.26	38.26					
Recording 126	P17-M1	C	1	scenevideo	Saccade	Partial	42	3108	3118	10				32.41	32.41					
Recording 126	P17-M1	C	1	scenevideo	Saccade	Partial	43	3128	3148	20				37.36	37.61				0.51002	0.89951
Recording 126	P17-M1	C	1	scenevideo	Fixation	Whole	6	3148	3228	80	0.51002	0.89951	4.4798							
Recording 126	P17-M1	C	1	scenevideo	Saccade	Partial	44	3228	3268	40				62.65	86.39		0.51002	0.89951		
Recording 126	P17-M1	C	1	scenevideo	Saccade	Partial	45	3278	3298	20				60.15	65.72					
Recording 126	P17-M1	C	1	scenevideo	Saccade	Partial	46	3338	3358	20				41.06	43.24					
Recording 126	P17-M1	C	1	scenevideo	Saccade	Partial	47	3368	3398	30				67.51	86.29				0.52379	0.81176
Recording 126	P17-M1	C	1	scenevideo	Fixation	Partial	7	3398	3579	180	0.52379	0.81176	4.53256							
Recording 29	P07-J1	C	1	scenevideo	Fixation	Partial	1	0	40	40	0.49398	0.46901	4.16249							
Recording 29	P07-J1	C	1	scenevideo	Saccade	Whole	1	40	50	10				34.95	34.95	1.29	0.49398	0.46901	0.4986	0.48631
Recording 29	P07-J1	C	1	scenevideo	Fixation	Whole	2	50	120	70	0.4986	0.48631	4.16257							
Recording 29	P07-J1	C	1	scenevideo	Saccade	Whole	2	120	140	20				37.31	38.01	0.99	0.4986	0.48631	0.49766	0.50229
Recording 29	P07-J1	C	1	scenevideo	Fixation	Whole	3	140	280	140	0.49766	0.50229	3.9989							
Recording 29	P07-J1	C	1	scenevideo	Saccade	Whole	3	280	360	80				168.63	375.49	13.05	0.49766	0.50229	0.49111	0.71056
Recording 29	P07-J1	C	1	scenevideo	Fixation	Whole	4	360	430	70	0.49111	0.71056	3.55861							
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	4	430	450	20				42.59	49.12		0.49111	0.71056		
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	5	470	510	40				36.78	44.47				0.49978	0.68274
Recording 29	P07-J1	C	1	scenevideo	Fixation	Whole	5	510	631	120	0.49978	0.68274	3.47318							
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	6	631	671	40				133.84	235.99		0.49978	0.68274		
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	7	911	941	30				86.94	86.94					
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	8	961	1081	120				127.29	266.73					
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	9	1101	1121	20				121.86	121.86					
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	10	1141	1222	80				271.75	458.74					
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	11	1232	1252	20				32.95	33.76					
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	12	1262	1292	30				219.15	322.75					
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	13	1312	1482	170				107.16	258.77					
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	14	1492	1502	10				38.51	38.51					
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	15	1512	1552	40				135.06	238.59					
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	16	1562	1592	30				160.87	233.43					
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	17	1632	1652	20				39.05	44.72					
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	18	1702	1723	20				219.05	222.03					
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	19	1733	1753	20				222.29	222.95					
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	20	1773	1823	50				356.82	530.97					
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	21	1833	1883	50				134.31	195.47					
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	22	1903	1933	30				215.74	293.58					
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	23	1943	1963	20				128.9	143.9					
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	24	1993	2043	50				37.67	44.26					
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	25	2053	2093	40				105.67	153.12					
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	26	2113	2163	50				75.33	99.09					
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	27	2203	2243	40				612.23	1085.07					
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	28	2274	2304	30				723.87	967.85					
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	29	2314	2344	30				49.47	65.49					
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	30	2354	2374	20				40.94	41.85					
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	31	2424	2454	30				46.46	65.22					
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	32	2474	2534	60				80.53	113.25				0.65337	0.89455
Recording 29	P07-J1	C	1	scenevideo	Fixation	Whole	6	2534	2644	110	0.65337	0.89455	4.05144							
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	33	2644	2694	50				90.39	164.94		0.65337	0.89455		
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	34	2704	2764	60				233.48	445.01					
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	35	2815	2835	20				48.76	48.76					
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	36	2855	2865	10				31.65	31.65					
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	37	2895	3045	150				181.08	507.17					
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	38	3055	3075	20				458.36	458.36					
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	39	3406	3586	180				117.42	297.43					
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	40	3596	3626	30				47.8	47.8					
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	41	3666	3726	60				280.91	354.27					
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	42	4097	4127	30				231.52	231.52					
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	43	4177	4207	30				32.96	32.96					
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	44	4217	4327	110				140.94	367.12					
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	45	4337	4488	150				135.91	298.31					
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	46	4498	4508	10				30.19	30.19					
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	47	4548	4558	10				34.35	34.35					
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	48	4578	4588	10				33.03	33.03					
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	49	4638	4648	10				32.98	32.98					
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	50	4668	4688	20				61.86	62.98					
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	51	4698	4778	80				111.91	194.92					
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	52	4828	4858	30				80.92	95.65					
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	53	4868	4888	20				318.9	318.9					
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	54	4898	4918	20				32.88	35.35					
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	55	4928	4998	70				122.22	154.29					
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	56	5028	5129	100				142.4	277.56					
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	57	5179	5209	30				205.55	275.06					
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	58	5289	5419	130				130.41	190.58					
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	59	5429	5459	30				151.94	160.14					
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	60	5469	5529	60				59.25	84.03					
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	61	5539	5549	10				30.66	30.66					
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	62	5559	5580	20				115.62	115.62					
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	63	5710	5740	30				41.63	43.83					
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	64	5750	5760	10				65.04	65.04					
Recording 29	P07-J1	C	1	scenevideo	Saccade	Partial	65	5780	5800	20				38.82	41.1				0.53683	0.69061
Recording 29	P07-J1	C	1	scenevideo	Fixation	Partial	7	5800	5860	60	0.53683	0.69061	3.62243							
Recording 229	P37-M1	C	1	scenevideo	Fixation	Partial	1	0	582	582	0.52399	0.4347	4.80574							
Recording 229	P37-M1	C	1	scenevideo	Saccade	Partial	1	582	592	10				34.22	34.22		0.52399	0.4347		
Recording 229	P37-M1	C	1	scenevideo	Saccade	Partial	2	622	642	20				33.4	33.7				0.56297	0.40653
Recording 229	P37-M1	C	1	scenevideo	Fixation	Whole	2	642	842	200	0.56297	0.40653	4.82417							
Recording 229	P37-M1	C	1	scenevideo	Saccade	Whole	3	842	883	40				63.87	82.26	2.69	0.56297	0.40653	0.55477	0.36718
Recording 229	P37-M1	C	1	scenevideo	Fixation	Whole	3	883	983	100	0.55477	0.36718	4.84569							
Recording 229	P37-M1	C	1	scenevideo	Saccade	Whole	4	983	993	10				33.49	33.49	3.49	0.55477	0.36718	0.52833	0.3949
Recording 229	P37-M1	C	1	scenevideo	Fixation	Whole	4	993	1373	381	0.52833	0.3949	4.76848							
Recording 229	P37-M1	C	1	scenevideo	Saccade	Partial	5	1373	1413	40				689.19	1073.22		0.52833	0.3949		
Recording 229	P37-M1	C	1	scenevideo	Saccade	Partial	6	1544	1664	120				124.75	383.61					
Recording 229	P37-M1	C	1	scenevideo	Saccade	Partial	7	1684	1704	20				45.24	52.26					
Recording 229	P37-M1	C	1	scenevideo	Saccade	Partial	8	1724	1784	60				50.56	69.43					
Recording 229	P37-M1	C	1	scenevideo	Saccade	Partial	9	1794	1824	30				42.5	54.59					
Recording 229	P37-M1	C	1	scenevideo	Saccade	Partial	10	1844	1847	3				46.3	72.46				0.49337	0.78935
Recording 64	P06-D1	C	1	scenevideo	Fixation	Partial	1	0	525	525	0.52193	0.48348	3.83164							
Recording 64	P06-D1	C	1	scenevideo	Saccade	Partial	1	525	575	50				120.79	228.86		0.52193	0.48348		
Recording 64	P06-D1	C	1	scenevideo	Saccade	Partial	2	585	605	20				70.63	72					
Recording 64	P06-D1	C	1	scenevideo	Saccade	Partial	3	615	655	40				43.63	53.85				0.52294	0.51205
Recording 64	P06-D1	C	1	scenevideo	Fixation	Whole	2	655	746	90	0.52294	0.51205	3.72723							
Recording 64	P06-D1	C	1	scenevideo	Saccade	Whole	4	746	796	50				96.05	132.58	4.61	0.52294	0.51205	0.49743	0.45837
Recording 64	P06-D1	C	1	scenevideo	Fixation	Whole	3	796	916	120	0.49743	0.45837	3.709							
Recording 64	P06-D1	C	1	scenevideo	Saccade	Whole	5	916	956	40				136.82	224.46	5.71	0.49743	0.45837	0.54651	0.4576
Recording 64	P06-D1	C	1	scenevideo	Fixation	Whole	4	956	1236	281	0.54651	0.4576	3.65943							
Recording 64	P06-D1	C	1	scenevideo	Saccade	Whole	6	1236	1287	50				128.05	236.71	6.26	0.54651	0.4576	0.49265	0.46189
Recording 64	P06-D1	C	1	scenevideo	Fixation	Whole	5	1287	1517	230	0.49265	0.46189	3.44222							
Recording 64	P06-D1	C	1	scenevideo	Saccade	Whole	7	1517	1547	30				80.83	114.3	2.42	0.49265	0.46189	0.47174	0.46142
Recording 64	P06-D1	C	1	scenevideo	Fixation	Whole	6	1547	1677	130	0.47174	0.46142	3.44595							
Recording 64	P06-D1	C	1	scenevideo	Saccade	Whole	8	1677	1717	40				121.6	201.73	5.17	0.47174	0.46142	0.51642	0.4654
Recording 64	P06-D1	C	1	scenevideo	Fixation	Whole	7	1717	1858	140	0.51642	0.4654	3.43713							
Recording 64	P06-D1	C	1	scenevideo	Saccade	Whole	9	1858	1898	40				113.03	175.29	4.48	0.51642	0.4654	0.55455	0.4665
Recording 64	P06-D1	C	1	scenevideo	Fixation	Whole	8	1898	2058	160	0.55455	0.4665	3.54885							
Recording 64	P06-D1	C	1	scenevideo	Saccade	Partial	10	2058	2208	150				279.99	675.48		0.55455	0.4665		
Recording 64	P06-D1	C	1	scenevideo	Saccade	Partial	11	2248	2268	20				46.78	48.92				0.26525	0.61345
Recording 64	P06-D1	C	1	scenevideo	Fixation	Whole	9	2268	2328	60	0.26525	0.61345	3.78587							
Recording 64	P06-D1	C	1	scenevideo	Saccade	Whole	12	2328	2358	30				49.15	58.66	1.59	0.26525	0.61345	0.25865	0.64271
Recording 64	P06-D1	C	1	scenevideo	Fixation	Whole	10	2358	2479	120	0.25865	0.64271	3.87834							
Recording 64	P06-D1	C	1	scenevideo	Saccade	Whole	13	2479	2649	170				249.85	533.01	34.65	0.25865	0.64271	0.56489	0.4925
Recording 64	P06-D1	C	1	scenevideo	Fixation	Whole	11	2649	3030	381	0.56489	0.4925	3.77079							
Recording 64	P06-D1	C	1	scenevideo	Saccade	Whole	14	3030	3070	40				77.3	115.57	3.48	0.56489	0.4925	0.55317	0.54321
Recording 64	P06-D1	C	1	scenevideo	Fixation	Whole	12	3070	3260	190	0.55317	0.54321	3.68598							
Recording 64	P06-D1	C	1	scenevideo	Saccade	Whole	15	3260	3300	40				117.25	178.61	4.52	0.55317	0.54321	0.55238	0.47218
Recording 64	P06-D1	C	1	scenevideo	Fixation	Whole	13	3300	3791	491	0.55238	0.47218	3.62754							
Recording 64	P06-D1	C	1	scenevideo	Saccade	Whole	16	3791	3821	30				59.85	81.71	3.75	0.55238	0.47218	0.54718	0.53008
Recording 64	P06-D1	C	1	scenevideo	Fixation	Whole	14	3821	4923	1102	0.54718	0.53008	3.83645							
Recording 64	P06-D1	C	1	scenevideo	Saccade	Whole	17	4923	4973	50				90.77	178.21	2.84	0.54718	0.53008	0.56751	0.50522
Recording 64	P06-D1	C	1	scenevideo	Fixation	Whole	15	4973	5234	260	0.56751	0.50522	4.14879							
Recording 64	P06-D1	C	1	scenevideo	Saccade	Whole	18	5234	5324	90				260.66	446.18	23.37	0.56751	0.50522	0.59832	0.91127
Recording 64	P06-D1	C	1	scenevideo	Fixation	Whole	16	5324	5424	100	0.59832	0.91127	4.14973							
Recording 64	P06-D1	C	1	scenevideo	Saccade	Whole	19	5424	5454	30				89.97	119.28	2.77	0.59832	0.91127	0.57514	0.93823
Recording 64	P06-D1	C	1	scenevideo	Fixation	Whole	17	5454	5644	190	0.57514	0.93823	4.13928							
Recording 64	P06-D1	C	1	scenevideo	Saccade	Whole	20	5644	5745	100				253.43	435.19	25.4	0.57514	0.93823	0.5679	0.49339
Recording 64	P06-D1	C	1	scenevideo	Fixation	Whole	18	5745	5875	130	0.5679	0.49339	4.16819							
Recording 64	P06-D1	C	1	scenevideo	Saccade	Whole	21	5875	6025	150				236.67	519.12	32.44	0.5679	0.49339	0.28324	0.62893
Recording 64	P06-D1	C	1	scenevideo	Fixation	Whole	19	6025	6115	90	0.28324	0.62893	4.13781							
Recording 64	P06-D1	C	1	scenevideo	Saccade	Partial	22	6115	6145	30				49.14	72.15		0.28324	0.62893		
Recording 64	P06-D1	C	1	scenevideo	Saccade	Partial	23	6175	6205	30				71.53	107.07					
Recording 64	P06-D1	C	1	scenevideo	Saccade	Partial	24	6215	6225	10				33.82	33.82				0.25934	0.62517
Recording 64	P06-D1	C	1	scenevideo	Fixation	Whole	20	6225	6286	60	0.25934	0.62517	4.18262							
Recording 64	P06-D1	C	1	scenevideo	Saccade	Partial	25	6286	6386	100				270.19	494.53		0.25934	0.62517		
Recording 64	P06-D1	C	1	scenevideo	Saccade	Partial	26	6406	6436	30				287.58	290.59					
Recording 64	P06-D1	C	1	scenevideo	Saccade	Partial	27	6466	6496	30				39.75	48.67				0.58639	0.5052
Recording 64	P06-D1	C	1	scenevideo	Fixation	Whole	21	6496	6706	210	0.58639	0.5052	4.01605							
Recording 64	P06-D1	C	1	scenevideo	Saccade	Whole	28	6706	6736	30				125.71	172.72	4.4	0.58639	0.5052	0.54846	0.51411
Recording 64	P06-D1	C	1	scenevideo	Fixation	Whole	22	6736	7097	361	0.54846	0.51411	3.94473							
Recording 64	P06-D1	C	1	scenevideo	Saccade	Partial	29	7097	7127	30				149.65	205.1		0.54846	0.51411		
Recording 64	P06-D1	C	1	scenevideo	Saccade	Partial	30	7137	7167	30				49.93	70.04					
Recording 64	P06-D1	C	1	scenevideo	Saccade	Partial	31	7187	7207	20				160.66	164.78					
Recording 64	P06-D1	C	1	scenevideo	Saccade	Partial	32	7237	7297	60				40.09	51.2					
